ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
18494,Married,Male,110000.0,5.0,Bachelors,Management,1,4.0,2-5 Miles,Pacific,48.0,1
25293,Married,Male,80000.0,4.0,Bachelors,Management,1,0.0,1-2 Miles,North America,42.0,0
24322,Married,Female,60000.0,4.0,Bachelors,Skilled Manual,1,2.0,0-1 Miles,North America,42.0,0
25898,Married,Female,70000.0,2.0,High School,Professional,1,2.0,2-5 Miles,North America,53.0,0
16871,Married,Female,90000.0,2.0,High School,Professional,1,1.0,10+ Miles,North America,51.0,1
17843,Single,Female,10000.0,0.0,Partial High School,Manual,0,2.0,0-1 Miles,Europe,32.0,0
26863,Single,Male,20000.0,0.0,High School,Manual,0,1.0,2-5 Miles,Europe,28.0,0
18172,Married,Male,130000.0,4.0,High School,Professional,1,3.0,0-1 Miles,Europe,55.0,0
29143,Single,Female,60000.0,1.0,Bachelors,Professional,0,1.0,0-1 Miles,North America,44.0,1
22707,Single,Female,30000.0,0.0,Partial College,Clerical,0,1.0,2-5 Miles,Europe,30.0,0
14177,Married,Male,80000.0,5.0,Partial College,Professional,0,2.0,2-5 Miles,Europe,60.0,0
15214,Single,Female,100000.0,0.0,Graduate Degree,Management,0,1.0,1-2 Miles,Pacific,39.0,1
19413,Single,Male,60000.0,3.0,Bachelors,Professional,0,1.0,0-1 Miles,North America,47.0,1
14469,Married,Female,100000.0,3.0,Partial College,Professional,1,4.0,1-2 Miles,North America,45.0,0
19389,Single,Male,30000.0,0.0,Partial College,Clerical,0,1.0,2-5 Miles,Europe,28.0,0
22330,Married,Male,50000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,32.0,1
17882,Married,Male,20000.0,1.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,44.0,0
26956,Single,Female,20000.0,0.0,Partial College,Manual,0,1.0,2-5 Miles,Europe,36.0,1
23158,Married,Female,60000.0,1.0,Graduate Degree,Professional,0,0.0,0-1 Miles,North America,35.0,1
22864,Married,Male,90000.0,2.0,Partial College,Professional,0,0.0,5-10 Miles,North America,49.0,1
14633,Married,Male,60000.0,1.0,Partial College,Skilled Manual,1,1.0,2-5 Miles,North America,44.0,0
28915,Single,Male,80000.0,5.0,High School,Management,1,3.0,10+ Miles,Europe,57.0,0
14791,Married,Female,40000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,39.0,1
25752,Single,Female,20000.0,2.0,Partial College,Manual,0,1.0,0-1 Miles,Europe,53.0,1
12100,Single,Male,60000.0,2.0,Bachelors,Management,1,0.0,10+ Miles,North America,57.0,0
25559,Single,Male,20000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Pacific,25.0,1
24941,Married,Male,60000.0,3.0,Bachelors,Management,1,2.0,10+ Miles,North America,66.0,0
22988,Married,Female,40000.0,2.0,Bachelors,Management,1,2.0,5-10 Miles,Pacific,66.0,1
12472,Married,Male,30000.0,1.0,Bachelors,Clerical,1,1.0,2-5 Miles,Europe,39.0,0
17260,Married,Male,90000.0,5.0,Partial College,Professional,1,3.0,0-1 Miles,North America,41.0,0
25512,Single,Male,20000.0,0.0,High School,Manual,0,1.0,2-5 Miles,Europe,30.0,0
19183,Single,Male,10000.0,0.0,Partial High School,Manual,1,2.0,1-2 Miles,Europe,35.0,0
28090,Married,Male,40000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,27.0,0
14927,Married,Female,30000.0,1.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,37.0,1
15468,Married,Female,50000.0,1.0,Bachelors,Skilled Manual,1,1.0,0-1 Miles,North America,35.0,0
11886,Married,Female,60000.0,3.0,Bachelors,Professional,1,1.0,0-1 Miles,North America,48.0,1
24842,Single,Female,90000.0,3.0,High School,Professional,0,1.0,2-5 Miles,Europe,51.0,0
25693,Single,Female,30000.0,5.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,44.0,1
13911,Single,Female,80000.0,3.0,Bachelors,Skilled Manual,1,2.0,2-5 Miles,North America,41.0,1
20619,Single,Male,80000.0,0.0,Bachelors,Professional,0,4.0,10+ Miles,Pacific,35.0,0
12153,Single,Female,70000.0,3.0,Partial College,Professional,1,1.0,5-10 Miles,North America,49.0,1
22174,Married,Male,30000.0,3.0,High School,Skilled Manual,1,2.0,5-10 Miles,Pacific,54.0,1
20659,Married,Male,70000.0,3.0,Graduate Degree,Professional,1,0.0,0-1 Miles,North America,35.0,1
17352,Married,Male,50000.0,2.0,Graduate Degree,Management,1,1.0,5-10 Miles,Pacific,64.0,1
11000,Married,Male,90000.0,2.0,Bachelors,Professional,1,0.0,1-2 Miles,Pacific,40.0,1
11149,Married,Male,40000.0,2.0,Bachelors,Management,1,2.0,0-1 Miles,Pacific,65.0,0
17793,Married,Female,40000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,38.0,1
13313,Married,Female,120000.0,1.0,High School,Professional,0,4.0,2-5 Miles,North America,45.0,0
29030,Married,Male,70000.0,2.0,Partial High School,Skilled Manual,1,2.0,10+ Miles,North America,54.0,0
20870,Single,Female,10000.0,2.0,High School,Manual,1,1.0,0-1 Miles,Europe,38.0,1
23217,Single,Female,60000.0,3.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,43.0,1
22743,Married,Female,40000.0,5.0,High School,Professional,1,2.0,10+ Miles,North America,60.0,0
25983,Married,Male,70000.0,0.0,Bachelors,Professional,0,1.0,0-1 Miles,North America,43.0,0
26879,Single,Female,20000.0,0.0,High School,Manual,0,1.0,2-5 Miles,Europe,30.0,0
21980,Single,Female,60000.0,1.0,Bachelors,Professional,1,1.0,5-10 Miles,Pacific,44.0,1
11807,Married,Male,70000.0,3.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,34.0,0
26236,Married,Female,40000.0,3.0,Partial College,Clerical,1,1.0,0-1 Miles,North America,31.0,0
25347,Single,Female,20000.0,3.0,Partial High School,Clerical,0,2.0,0-1 Miles,North America,49.0,0
27505,Single,Female,40000.0,0.0,High School,Skilled Manual,1,2.0,5-10 Miles,North America,30.0,0
19626,Married,Male,70000.0,5.0,Partial College,Skilled Manual,1,3.0,5-10 Miles,Pacific,45.0,0
15287,Single,Female,50000.0,1.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,33.0,1
20919,Single,Female,30000.0,2.0,Partial College,Clerical,1,2.0,0-1 Miles,Europe,42.0,0
29424,Married,Male,10000.0,0.0,Partial High School,Manual,1,2.0,0-1 Miles,Europe,32.0,0
18052,Married,Female,60000.0,1.0,Partial College,Skilled Manual,1,1.0,0-1 Miles,North America,45.0,1
18140,Married,Male,130000.0,3.0,Partial College,Professional,0,3.0,5-10 Miles,Europe,51.0,1
13073,Married,Female,60000.0,0.0,Partial College,Professional,1,2.0,5-10 Miles,North America,30.0,0
18151,Single,Male,80000.0,5.0,Partial College,Professional,0,2.0,10+ Miles,Europe,59.0,0
29037,Married,Male,60000.0,0.0,Graduate Degree,Professional,0,0.0,0-1 Miles,North America,39.0,0
19255,Single,Male,10000.0,2.0,Partial College,Manual,1,1.0,0-1 Miles,Europe,51.0,1
22930,Married,Male,90000.0,4.0,Bachelors,Professional,1,0.0,1-2 Miles,Pacific,38.0,1
25983,Married,Male,70000.0,0.0,Bachelors,Professional,0,1.0,0-1 Miles,North America,43.0,0
16145,Single,Female,70000.0,5.0,Graduate Degree,Professional,1,3.0,10+ Miles,North America,46.0,1
12957,Single,Female,70000.0,1.0,Bachelors,Professional,0,1.0,0-1 Miles,North America,44.0,0
12833,Single,Female,20000.0,3.0,High School,Manual,1,1.0,0-1 Miles,Europe,42.0,1
25394,Married,Male,60000.0,1.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,34.0,1
20196,Married,Male,60000.0,1.0,Partial College,Skilled Manual,1,1.0,2-5 Miles,North America,45.0,1
17845,Single,Female,20000.0,0.0,Partial High School,Manual,0,2.0,1-2 Miles,Europe,32.0,0
24121,Single,Female,30000.0,0.0,Partial College,Clerical,0,1.0,0-1 Miles,Europe,29.0,1
27184,Single,Male,40000.0,2.0,Partial College,Clerical,0,1.0,0-1 Miles,Europe,34.0,0
15275,Married,Male,40000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,29.0,0
24093,Single,Female,80000.0,0.0,Graduate Degree,Skilled Manual,0,0.0,0-1 Miles,Europe,40.0,1
19543,Married,Male,70000.0,5.0,Graduate Degree,Professional,0,3.0,10+ Miles,North America,47.0,0
20797,Married,Female,10000.0,1.0,Bachelors,Manual,1,0.0,0-1 Miles,Europe,48.0,0
24979,Married,Female,60000.0,2.0,Partial College,Professional,1,2.0,2-5 Miles,North America,57.0,1
29447,Single,Female,10000.0,2.0,Bachelors,Clerical,0,1.0,2-5 Miles,Europe,68.0,0
24898,Single,Female,80000.0,0.0,Bachelors,Professional,1,3.0,10+ Miles,Pacific,32.0,0
26012,Married,Male,80000.0,1.0,Partial College,Skilled Manual,1,1.0,2-5 Miles,North America,48.0,1
17230,Married,Male,80000.0,0.0,Bachelors,Professional,1,3.0,10+ Miles,Pacific,30.0,0
26663,Single,Female,60000.0,2.0,Bachelors,Professional,0,1.0,0-1 Miles,Pacific,39.0,1
23963,Married,Male,10000.0,0.0,Partial High School,Manual,0,2.0,0-1 Miles,Europe,33.0,0
12192,Single,Female,60000.0,2.0,Partial High School,Skilled Manual,0,2.0,1-2 Miles,North America,51.0,0
27165,Single,Male,20000.0,0.0,Partial High School,Manual,0,2.0,0-1 Miles,Europe,34.0,0
20698,Married,Male,60000.0,4.0,Bachelors,Skilled Manual,1,3.0,5-10 Miles,North America,42.0,0
15559,Married,Male,60000.0,5.0,Bachelors,Professional,1,1.0,2-5 Miles,North America,47.0,0
29191,Single,Female,130000.0,1.0,Graduate Degree,Management,0,1.0,0-1 Miles,Pacific,36.0,1
20417,Married,Male,30000.0,3.0,Partial College,Clerical,0,2.0,5-10 Miles,Pacific,56.0,0
29337,Single,Male,30000.0,2.0,Partial College,Clerical,1,2.0,5-10 Miles,Pacific,68.0,0
15657,Married,Male,30000.0,3.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,46.0,1
19487,Married,Male,30000.0,2.0,Partial College,Clerical,0,2.0,0-1 Miles,Europe,42.0,0
27198,Single,Female,80000.0,0.0,Graduate Degree,Skilled Manual,0,0.0,0-1 Miles,North America,40.0,0
29052,Single,Male,40000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,27.0,0
18976,Single,Male,40000.0,4.0,High School,Professional,1,2.0,10+ Miles,North America,62.0,1
15532,Single,Male,60000.0,4.0,Bachelors,Professional,1,2.0,2-5 Miles,North America,43.0,1
19482,Married,Male,30000.0,1.0,Partial College,Clerical,1,1.0,0-1 Miles,Europe,44.0,1
12882,Married,Male,50000.0,1.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,North America,33.0,1
14657,Married,Male,80000.0,1.0,Partial College,Skilled Manual,0,1.0,0-1 Miles,North America,47.0,1
25598,Married,Female,40000.0,0.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,36.0,1
19305,Single,Female,10000.0,2.0,High School,Manual,1,1.0,0-1 Miles,Europe,38.0,1
16890,Married,Male,60000.0,3.0,Partial High School,Skilled Manual,1,2.0,5-10 Miles,North America,52.0,1
26796,Single,Male,40000.0,2.0,Bachelors,Management,1,2.0,5-10 Miles,Pacific,65.0,1
16675,Single,Female,160000.0,0.0,Graduate Degree,Management,0,3.0,0-1 Miles,Pacific,47.0,1
14569,Married,Male,60000.0,1.0,Graduate Degree,Professional,1,0.0,0-1 Miles,North America,35.0,0
11219,Married,Male,60000.0,2.0,High School,Professional,1,2.0,10+ Miles,North America,55.0,0
19223,Married,Female,30000.0,2.0,High School,Skilled Manual,1,2.0,1-2 Miles,North America,48.0,0
19280,Married,Male,56419.95172968624,2.0,Partial College,Manual,1,1.0,0-1 Miles,Europe,43.0,1
25458,Married,Male,20000.0,1.0,High School,Manual,0,1.0,1-2 Miles,Europe,40.0,1
16217,Single,Female,60000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,North America,39.0,0
28758,Married,Male,40000.0,2.0,Partial College,Clerical,1,1.0,1-2 Miles,Europe,35.0,1
19364,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,1,0.0,0-1 Miles,Europe,43.0,1
16185,Single,Male,60000.0,4.0,Bachelors,Professional,1,3.0,10+ Miles,Pacific,41.0,0
27745,Single,Male,40000.0,2.0,Bachelors,Management,1,2.0,5-10 Miles,Pacific,63.0,1
17894,Married,Female,20000.0,1.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,50.0,1
23962,Married,Female,10000.0,0.0,Partial High School,Manual,1,2.0,1-2 Miles,Europe,32.0,0
26625,Single,Female,60000.0,0.0,Graduate Degree,Professional,1,1.0,2-5 Miles,North America,38.0,1
25184,Single,Male,110000.0,1.0,Partial College,Professional,1,4.0,5-10 Miles,North America,45.0,1
18160,Married,Male,130000.0,3.0,High School,Professional,1,4.0,5-10 Miles,Europe,51.0,1
11147,Married,Male,60000.0,2.0,Graduate Degree,Management,1,1.0,0-1 Miles,Pacific,67.0,1
11540,Single,Male,60000.0,4.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,47.0,1
15292,Single,Female,60000.0,1.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,35.0,0
15982,Married,Male,110000.0,5.0,Partial College,Professional,1,4.0,2-5 Miles,North America,46.0,0
11801,Married,Male,60000.0,1.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,36.0,0
13920,Single,Female,50000.0,4.0,Bachelors,Skilled Manual,1,2.0,0-1 Miles,North America,42.0,0
18577,Married,Female,60000.0,0.0,Graduate Degree,Professional,1,0.0,0-1 Miles,North America,40.0,0
11270,Married,Male,130000.0,2.0,Graduate Degree,Management,1,3.0,0-1 Miles,North America,42.0,1
14278,Married,Female,130000.0,0.0,Graduate Degree,Management,1,1.0,10+ Miles,Pacific,48.0,0
23479,Single,Male,90000.0,0.0,Partial College,Professional,0,2.0,0-1 Miles,North America,43.0,1
17654,Single,Female,40000.0,3.0,Partial College,Clerical,1,1.0,1-2 Miles,North America,30.0,1
15468,Married,Female,50000.0,1.0,Bachelors,Skilled Manual,1,1.0,0-1 Miles,North America,35.0,0
19675,Married,Male,20000.0,4.0,High School,Skilled Manual,1,2.0,5-10 Miles,Pacific,60.0,0
15839,Single,Male,30000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,32.0,0
11378,Single,Female,10000.0,1.0,High School,Manual,0,1.0,2-5 Miles,Europe,46.0,1
12664,Married,Female,130000.0,5.0,Partial College,Professional,1,4.0,0-1 Miles,Europe,59.0,0
14608,Married,Male,50000.0,4.0,Bachelors,Skilled Manual,1,3.0,10+ Miles,North America,42.0,0
24857,Married,Female,130000.0,3.0,High School,Professional,1,4.0,0-1 Miles,Europe,52.0,0
18891,Married,Female,40000.0,0.0,Partial College,Skilled Manual,1,2.0,5-10 Miles,North America,28.0,0
24061,Married,Male,10000.0,4.0,Partial High School,Manual,1,1.0,0-1 Miles,Europe,40.0,1
11699,Single,Male,60000.0,0.0,Bachelors,Skilled Manual,0,2.0,0-1 Miles,North America,43.0,0
27969,Married,Male,80000.0,0.0,Bachelors,Professional,1,2.0,10+ Miles,Pacific,29.0,1
20504,Married,Female,40000.0,5.0,High School,Professional,0,2.0,2-5 Miles,North America,60.0,0
28031,Single,Female,70000.0,2.0,Bachelors,Management,0,1.0,2-5 Miles,North America,59.0,1
14927,Married,Female,30000.0,1.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,37.0,1
16145,Single,Female,70000.0,5.0,Graduate Degree,Professional,1,3.0,10+ Miles,North America,46.0,1
22005,Married,Female,70000.0,5.0,Partial College,Skilled Manual,0,3.0,5-10 Miles,Pacific,46.0,0
27585,Married,Female,90000.0,2.0,Bachelors,Professional,0,0.0,0-1 Miles,Pacific,36.0,1
21417,Single,Female,60000.0,0.0,Partial College,Professional,0,2.0,1-2 Miles,North America,32.0,1
24943,Married,Male,60000.0,3.0,Bachelors,Management,1,2.0,10+ Miles,North America,66.0,0
25898,Married,Female,70000.0,2.0,High School,Professional,1,2.0,2-5 Miles,North America,53.0,0
20711,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,1,0.0,1-2 Miles,Europe,32.0,1
14887,Married,Female,30000.0,1.0,High School,Clerical,1,1.0,5-10 Miles,North America,52.0,0
15822,Married,Male,40000.0,2.0,Bachelors,Management,1,2.0,0-1 Miles,Pacific,67.0,0
19461,Single,Female,10000.0,4.0,Partial High School,Manual,1,2.0,0-1 Miles,Europe,40.0,0
12332,Married,Male,90000.0,4.0,High School,Management,1,3.0,5-10 Miles,Europe,58.0,1
11745,Married,Female,60000.0,1.0,Bachelors,Professional,1,1.0,0-1 Miles,North America,47.0,1
21094,Single,Female,30000.0,2.0,Partial College,Clerical,1,2.0,0-1 Miles,Europe,42.0,0
25405,Married,Male,70000.0,2.0,Bachelors,Skilled Manual,1,1.0,2-5 Miles,North America,38.0,1
17657,Married,Male,40000.0,4.0,Partial College,Clerical,0,0.0,0-1 Miles,North America,30.0,0
21560,Married,Male,120000.0,0.0,Partial High School,Professional,1,4.0,10+ Miles,Pacific,32.0,1
20361,Married,Male,50000.0,2.0,Graduate Degree,Management,1,2.0,5-10 Miles,North America,69.0,0
14493,Single,Female,70000.0,3.0,Graduate Degree,Management,0,2.0,1-2 Miles,North America,53.0,0
15862,Single,Female,50000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,33.0,1
28667,Single,Male,70000.0,2.0,Bachelors,Skilled Manual,0,1.0,0-1 Miles,North America,37.0,1
12964,Married,Male,70000.0,1.0,Partial College,Skilled Manual,1,1.0,0-1 Miles,North America,44.0,0
17702,Married,Male,10000.0,1.0,Graduate Degree,Manual,1,0.0,0-1 Miles,Europe,37.0,0
15758,Married,Male,130000.0,0.0,Graduate Degree,Management,1,0.0,5-10 Miles,Pacific,48.0,0
22971,Single,Female,30000.0,0.0,High School,Skilled Manual,0,2.0,0-1 Miles,North America,25.0,1
21365,Married,Female,10000.0,2.0,Partial High School,Clerical,1,2.0,5-10 Miles,Pacific,58.0,0
11585,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,1,0.0,0-1 Miles,Europe,41.0,0
12507,Married,Male,30000.0,1.0,Partial College,Clerical,1,1.0,0-1 Miles,Europe,43.0,0
12496,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,1,0.0,0-1 Miles,Europe,42.0,0
19618,Married,Male,70000.0,5.0,Partial College,Skilled Manual,1,2.0,0-1 Miles,Pacific,44.0,0
28521,Single,Male,40000.0,0.0,Graduate Degree,Clerical,0,0.0,0-1 Miles,Europe,36.0,1
18069,Married,Male,70000.0,5.0,Bachelors,Management,1,4.0,10+ Miles,North America,60.0,0
15665,Married,Female,30000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,47.0,1
14058,Single,Male,70000.0,0.0,Bachelors,Professional,0,1.0,5-10 Miles,Pacific,41.0,1
15682,Single,Female,80000.0,5.0,Bachelors,Management,1,2.0,10+ Miles,Europe,62.0,0
28815,Married,Female,50000.0,1.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,North America,35.0,0
13662,Single,Male,20000.0,0.0,Partial High School,Manual,1,2.0,1-2 Miles,Europe,31.0,1
12291,Single,Male,90000.0,5.0,Partial College,Professional,0,2.0,2-5 Miles,Europe,62.0,1
14517,Married,Female,20000.0,3.0,High School,Skilled Manual,0,2.0,1-2 Miles,Pacific,62.0,0
14669,Married,Female,80000.0,4.0,Graduate Degree,Management,1,1.0,0-1 Miles,Pacific,36.0,0
14432,Single,Male,90000.0,4.0,Graduate Degree,Management,1,1.0,5-10 Miles,North America,73.0,0
19741,Single,Female,80000.0,4.0,Graduate Degree,Management,1,2.0,5-10 Miles,North America,65.0,0
27731,Married,Male,40000.0,0.0,High School,Skilled Manual,1,2.0,5-10 Miles,North America,27.0,0
20505,Married,Female,40000.0,5.0,High School,Professional,0,2.0,10+ Miles,North America,61.0,0
16725,Married,Male,30000.0,0.0,High School,Skilled Manual,1,2.0,5-10 Miles,North America,26.0,0
20370,Married,Male,70000.0,3.0,Partial High School,Skilled Manual,1,2.0,5-10 Miles,North America,52.0,0
29191,Single,Female,130000.0,1.0,Graduate Degree,Management,0,1.0,0-1 Miles,Pacific,36.0,1
25872,Single,Female,70000.0,2.0,Bachelors,Management,0,1.0,2-5 Miles,North America,58.0,1
19273,Married,Female,20000.0,2.0,Partial College,Manual,1,0.0,0-1 Miles,Europe,63.0,0
20994,Married,Female,20000.0,0.0,Bachelors,Clerical,0,0.0,0-1 Miles,Pacific,26.0,1
16007,Married,Female,90000.0,5.0,Bachelors,Management,1,2.0,1-2 Miles,North America,66.0,1
20380,Married,Female,60000.0,3.0,Graduate Degree,Management,1,2.0,10+ Miles,North America,69.0,0
21713,Single,Male,80000.0,5.0,Graduate Degree,Skilled Manual,0,0.0,0-1 Miles,North America,47.0,0
28102,Married,Male,20000.0,4.0,High School,Skilled Manual,1,2.0,5-10 Miles,Pacific,58.0,1
18594,Single,Female,80000.0,3.0,Bachelors,Skilled Manual,1,3.0,10+ Miles,North America,40.0,1
22050,Single,Male,90000.0,4.0,Bachelors,Management,1,1.0,1-2 Miles,North America,38.0,1
19491,Single,Male,30000.0,2.0,Partial College,Clerical,1,2.0,0-1 Miles,Europe,42.0,0
11139,Single,Female,30000.0,2.0,Partial College,Clerical,0,2.0,5-10 Miles,Pacific,67.0,0
29106,Single,Male,40000.0,0.0,High School,Skilled Manual,0,2.0,1-2 Miles,North America,31.0,1
22918,Single,Male,80000.0,5.0,Graduate Degree,Management,1,3.0,0-1 Miles,Pacific,43.0,0
25665,Single,Female,20000.0,0.0,High School,Manual,0,1.0,1-2 Miles,Europe,28.0,0
14284,Single,Male,60000.0,0.0,Partial College,Professional,0,2.0,1-2 Miles,North America,32.0,1
12808,Married,Male,40000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,38.0,1
15030,Married,Male,20000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Pacific,26.0,1
15799,Married,Female,90000.0,1.0,Bachelors,Professional,1,1.0,2-5 Miles,Pacific,47.0,1
20528,Married,Male,40000.0,2.0,Partial High School,Skilled Manual,1,2.0,2-5 Miles,North America,55.0,0
12195,Single,Female,70000.0,3.0,Graduate Degree,Management,1,2.0,1-2 Miles,North America,52.0,0
18545,Married,Male,40000.0,4.0,High School,Professional,0,2.0,10+ Miles,North America,61.0,1
24305,Single,Male,100000.0,1.0,Bachelors,Management,0,3.0,0-1 Miles,Pacific,46.0,1
15272,Single,Male,40000.0,0.0,High School,Skilled Manual,0,2.0,1-2 Miles,North America,30.0,0
11143,Married,Male,40000.0,0.0,High School,Skilled Manual,1,2.0,5-10 Miles,North America,29.0,0
11663,Married,Male,70000.0,4.0,Graduate Degree,Professional,1,0.0,0-1 Miles,North America,36.0,1
20535,Married,Female,70000.0,4.0,Partial College,Professional,1,1.0,10+ Miles,North America,56.0,0
15752,Married,Male,80000.0,2.0,High School,Skilled Manual,0,2.0,1-2 Miles,Pacific,50.0,1
17191,Single,Male,130000.0,3.0,Partial College,Professional,0,3.0,0-1 Miles,Europe,51.0,1
12284,Married,Female,30000.0,0.0,Bachelors,Clerical,0,0.0,0-1 Miles,Europe,36.0,1
20678,Single,Female,60000.0,3.0,Bachelors,Skilled Manual,1,1.0,2-5 Miles,North America,40.0,1
15501,Married,Male,70000.0,4.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,36.0,1
17337,Single,Male,40000.0,0.0,High School,Skilled Manual,1,1.0,5-10 Miles,North America,31.0,0
26412,Married,Female,80000.0,5.0,High School,Management,0,3.0,5-10 Miles,Europe,56.0,0
11644,Single,Male,40000.0,2.0,Bachelors,Skilled Manual,1,0.0,2-5 Miles,North America,36.0,0
15740,Married,Male,80000.0,5.0,Bachelors,Management,1,2.0,1-2 Miles,North America,64.0,0
21266,Single,Female,80000.0,0.0,Bachelors,Management,1,1.0,1-2 Miles,North America,34.0,1
19884,Married,Male,60000.0,2.0,High School,Professional,1,2.0,2-5 Miles,North America,55.0,1
13714,Married,Female,20000.0,2.0,High School,Manual,0,2.0,1-2 Miles,North America,53.0,1
16773,Married,Male,60000.0,1.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,North America,33.0,0
27074,Married,Female,70000.0,1.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,North America,35.0,1
20339,Married,Female,130000.0,1.0,Bachelors,Management,1,4.0,2-5 Miles,North America,44.0,1
26327,Married,Male,70000.0,4.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,36.0,1
25693,Single,Female,30000.0,5.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,44.0,1
28004,Married,Female,60000.0,3.0,Bachelors,Management,1,2.0,10+ Miles,North America,66.0,0
29231,Single,Male,80000.0,4.0,Partial College,Professional,0,2.0,0-1 Miles,North America,43.0,0
12731,Single,Male,30000.0,0.0,High School,Manual,0,1.0,1-2 Miles,Europe,32.0,0
12666,Single,Male,60000.0,0.0,Bachelors,Professional,0,4.0,2-5 Miles,Pacific,31.0,0
21752,Married,Male,60000.0,3.0,Graduate Degree,Management,1,2.0,10+ Miles,North America,64.0,0
26757,Single,Male,90000.0,1.0,Bachelors,Professional,1,1.0,2-5 Miles,Pacific,47.0,1
14077,Single,Male,30000.0,0.0,High School,Skilled Manual,1,2.0,5-10 Miles,North America,30.0,0
20758,Married,Male,30000.0,2.0,High School,Skilled Manual,1,2.0,1-2 Miles,North America,50.0,0
18391,Single,Female,80000.0,5.0,Partial College,Professional,1,2.0,5-10 Miles,North America,44.0,0
28380,Single,Female,10000.0,5.0,Partial High School,Manual,0,2.0,0-1 Miles,Europe,41.0,0
17471,Single,Female,80000.0,4.0,Graduate Degree,Management,1,2.0,5-10 Miles,North America,67.0,0
25555,Married,Female,10000.0,0.0,Partial College,Manual,0,1.0,0-1 Miles,Pacific,26.0,1
11047,Married,Female,30000.0,3.0,High School,Skilled Manual,0,2.0,1-2 Miles,Pacific,56.0,1
13314,Married,Male,120000.0,1.0,High School,Professional,1,4.0,5-10 Miles,North America,46.0,1
14883,Married,Female,30000.0,1.0,Bachelors,Skilled Manual,1,1.0,5-10 Miles,North America,53.0,1
22931,Married,Male,100000.0,5.0,Graduate Degree,Management,0,1.0,1-2 Miles,Pacific,78.0,1
13066,Single,Male,30000.0,0.0,High School,Skilled Manual,0,2.0,1-2 Miles,North America,31.0,1
20310,Single,Male,60000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,27.0,1
14177,Married,Male,80000.0,5.0,Partial College,Professional,0,2.0,2-5 Miles,Europe,60.0,0
17845,Single,Female,20000.0,0.0,Partial High School,Manual,0,2.0,1-2 Miles,Europe,32.0,0
15450,Married,Male,10000.0,1.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,70.0,0
12507,Married,Male,30000.0,1.0,Partial College,Clerical,1,1.0,0-1 Miles,Europe,43.0,0
24381,Single,Male,70000.0,0.0,Bachelors,Professional,1,1.0,5-10 Miles,Pacific,41.0,1
16209,Single,Female,50000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,Europe,36.0,0
21738,Married,Male,20000.0,1.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,43.0,0
12922,Single,Female,60000.0,3.0,Bachelors,Skilled Manual,1,0.0,2-5 Miles,North America,40.0,1
